815,-23.397,6.351,13.106
816,-23.399,5.977,13.106
817,-22.175,6.351,13.106
818,-22.176,5.977,13.106
819,-20.952,6.351,13.106
820,-20.954,5.977,13.106
821,-19.73,6.351,13.106
822,-19.731,5.977,13.106
823,-18.507,6.351,13.106
824,-18.509,5.977,13.106
845,-17.285,6.351,13.106
846,-17.286,5.977,13.106
847,-16.062,6.351,13.106
848,-16.064,5.977,13.106
1016,-24.019,5.818,13.784
1017,-22.792,5.818,13.784
1018,-21.565,5.818,13.784
1019,-20.339,5.818,13.784
1020,-19.112,5.818,13.784
1021,-17.885,5.818,13.784
264,-15.482,6.172,13.038
263,-16.698,6.172,13.038
256,-17.913,6.172,13.038
255,-19.129,6.172,13.038
254,-20.345,6.172,13.038
251,-23.992,6.172,13.038
252,-22.776,6.172,13.038
253,-21.561,6.172,13.038
613,-22.185,5.131,0.654
614,-20.799,5.131,0.654
615,-19.413,5.131,0.654
616,-18.027,5.131,0.654
617,-16.641,5.131,0.654
618,-15.255,5.131,0.654
619,15.255,5.131,0.654
620,16.641,5.131,0.654
621,18.027,5.131,0.654
622,19.413,5.131,0.654
623,20.799,5.131,0.654
624,22.185,5.131,0.654
1027,24.019,5.843,13.784
1026,22.792,5.843,13.784
1025,21.565,5.843,13.784
1024,20.339,5.843,13.784
1023,19.112,5.843,13.784
1022,17.885,5.843,13.784
833,23.397,6.376,13.106
834,23.399,6.002,13.106
831,22.175,6.376,13.106
832,22.176,6.002,13.106
829,20.952,6.376,13.106
830,20.954,6.002,13.106
827,19.73,6.376,13.106
828,19.731,6.002,13.106
825,18.507,6.376,13.106
826,18.509,6.002,13.106
851,17.285,6.376,13.106
852,17.286,6.002,13.106
849,16.062,6.376,13.106
850,16.064,6.002,13.106
265,15.482,6.198,13.038
266,16.698,6.198,13.038
257,17.913,6.198,13.038
258,19.129,6.198,13.038
259,20.345,6.198,13.038
262,23.992,6.198,13.038
261,22.776,6.198,13.038
260,21.561,6.198,13.038
707,0.457,9.931,10.557
503,3.505,9.931,10.557
709,2.489,9.931,10.557
708,1.473,9.931,10.557
706,-0.457,9.931,10.557
502,-3.505,9.931,10.557
704,-2.489,9.931,10.557
705,-1.473,9.931,10.557
501,-7.468,9.931,10.557
701,-6.452,9.931,10.557
702,-5.436,9.931,10.557
703,-4.42,9.931,10.557
710,4.42,9.931,10.557
504,7.468,9.931,10.557
712,6.452,9.931,10.557
711,5.436,9.931,10.557
714,-6.452,13.767,10.557
505,-4.42,13.767,10.557
713,-7.468,13.767,10.557
715,-5.436,13.767,10.557
717,-2.489,13.767,10.557
506,-0.457,13.767,10.557
716,-3.505,13.767,10.557
718,-1.473,13.767,10.557
720,2.489,13.767,10.557
507,0.457,13.767,10.557
721,3.505,13.767,10.557
719,1.473,13.767,10.557
723,6.452,13.767,10.557
724,7.468,13.767,10.557
722,5.436,13.767,10.557
508,4.42,13.767,10.557
725,-6.452,17.653,10.557
727,-4.42,17.653,10.557
509,-7.468,17.653,10.557
726,-5.436,17.653,10.557
728,-2.489,17.653,10.557
730,-0.457,17.653,10.557
510,-3.505,17.653,10.557
729,-1.473,17.653,10.557
733,2.489,17.653,10.557
731,0.457,17.653,10.557
511,3.505,17.653,10.557
732,1.473,17.653,10.557
736,6.452,17.653,10.557
734,4.42,17.653,10.557
512,7.468,17.653,10.557
735,5.436,17.653,10.557
201,-9.157,19.664,10.568
202,-7.122,19.664,10.568
203,-5.087,19.664,10.568
205,-1.017,19.664,10.568
207,3.052,19.664,10.568
208,5.087,19.664,10.568
209,7.122,19.664,10.568
210,9.157,19.664,10.568
204,-3.052,19.664,10.568
206,1.017,19.664,10.568
221,-7.584,3.212,11.925
225,7.621,3.212,11.925
222,-2.58,3.212,11.925
223,-0.015,3.212,11.925
224,2.55,3.212,11.925
104,1.15,3.212,11.851
103,-1.18,3.212,11.851
102,-4.008,3.212,11.851
101,-5.493,3.212,11.851
205,3.972,3.212,11.851
106,5.456,3.212,11.851
802,-7.422,3.212,12.505
803,-6.075,3.212,12.505
804,-4.729,3.212,12.505
805,-3.382,3.212,12.505
806,-2.035,3.212,12.505
807,-0.688,3.212,12.505
808,0.658,3.212,12.505
809,2.005,3.212,12.505
810,3.352,3.212,12.505
811,4.699,3.212,12.505
812,6.045,3.212,12.505
813,7.392,3.212,12.505
814,8.534,3.212,12.505
801,-8.534,3.212,12.505
1001,-7.015,2.839,12.871
1002,-6.015,2.839,12.871
1003,-5.015,2.839,12.871
1004,-4.015,2.839,12.871
1005,-3.015,2.839,12.871
1006,-2.015,2.839,12.871
1007,-1.015,2.839,12.871
1008,-0.015,2.839,12.871
1009,0.985,2.839,12.871
1010,1.985,2.839,12.871
1011,2.985,2.839,12.871
1012,3.985,2.839,12.871
1013,4.985,2.839,12.871
1014,5.985,2.839,12.871
1015,6.985,2.839,12.871
121,11.278,13.956,3.048
122,11.278,12.546,3.048
123,11.278,11.137,3.048
124,11.278,9.727,3.048
125,11.278,8.318,3.048
126,11.278,6.908,3.048
111,-11.278,6.91,3.048
112,-11.278,8.32,3.048
113,-11.278,9.729,3.048
114,-11.278,11.139,3.048
115,-11.278,12.548,3.048
116,-11.278,13.958,3.048
401,-3.923,20.37,5.16
402,-3.216,20.37,5.867
403,-2.509,20.37,6.574
404,-1.802,20.37,7.281
405,-1.095,20.37,7.988
406,-0.388,20.37,8.695
419,-0.388,20.37,0.847
420,-1.095,20.37,1.554
421,-1.802,20.37,2.261
422,-2.509,20.37,2.968
423,-3.216,20.37,3.675
424,-3.923,20.37,4.382
413,3.923,20.37,4.382
414,3.216,20.37,3.675
415,2.509,20.37,2.968
416,1.802,20.37,2.261
