417,1.095,20.37,1.554
418,0.388,20.37,0.847
407,0.388,20.37,8.695
408,1.095,20.37,7.988
409,1.802,20.37,7.281
410,2.509,20.37,6.574
411,3.216,20.37,5.867
412,3.923,20.37,5.16
601,-7.588,15.085,0.654
602,-6.202,15.904,0.654
603,-4.817,16.723,0.654
604,-3.431,17.542,0.654
605,-2.045,18.362,0.654
606,-0.659,19.181,0.654
607,0.659,19.181,0.654
608,2.045,18.362,0.654
609,3.431,17.542,0.654
610,4.817,16.723,0.654
611,6.202,15.904,0.654
612,7.588,15.085,0.654
314,-0.827,14.023,0.326
315,0,14.023,0.326
316,0.827,14.023,0.326
301,-8.534,18.882,0.326
302,-6.096,18.882,0.326
303,-3.658,18.882,0.326
304,-1.219,18.882,0.326
305,1.219,18.882,0.326
306,3.658,18.882,0.326
307,6.096,18.882,0.326
308,8.534,18.882,0.326
309,-7.752,8.608,0.326
310,-2.607,6.137,0.326
311,0,6.137,0.326
313,7.752,8.608,0.326
312,2.607,6.137,0.326
214,-4.013,17.658,12.309
226,0,13.791,12.309
211,-3.962,13.791,12.309
215,0,17.658,12.309
212,3.962,14.206,12.309
213,3.962,13.376,12.309
